killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,,"Killer x,y coordinate",,,AKM,AWM,CROSSBOW,GRENADE,GROZA,KAR98,M16A4,M24,M249,M416,MicroUZI,Mini14,P18C,P1911,P92,R1895,S12K,S1897,S686,SCAR-L,SKS,Tommy Gun,UMP9,Vector,VSS,Win94,ERANGEL,MIRANMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groza,DevilBlood35,1,551779.9,538686.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,816,yanninggege,23,551105.9,539826.2,,551779.9538686.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Calvincsh666,16,381277.3,119088.8,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,223,Ronstah4Jesus,37,380377.3,120316.6,,381277.3119088.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groza,Kev47445,17,138187.5,300544.6,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,956,Chick-Fil-Atio,18,137995,301340.8,,138187.5300544.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,North0023,3,370050.9,591022.2,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1277,swqnbnb,10,381215.3,592410.1,,370050.9591022.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,DouYuTV-SeaL,1,537062.8,262886.5,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,1339,ZachOnTitan,7,531516.6,261727.1,,537062.8262886.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Ghostsal,22,354018.5,571306.9,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,690,Instantkills,23,355129.3,573174.3,,354018.5571306.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Summertime333,10,523742.6,358413.7,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,935,UrGrandFather,14,539250.9,369010.5,,523742.6358413.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,ImUrDickes,23,539798.1,464214.6,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,260,DabJebebus,35,539341.4,464439.3,,539798.1464214.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,DouYuTV-SeaL,1,566307.3,267828,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,1609,EnGliSh22,5,581870.3,262490.8,,566307.3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,RnGDragon,40,437917.9,638607.1,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,125,DYCbaba,42,437631.1,639859.3,,437917.9638607.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,651651646,1,421409.5,284009,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,651,GoldLee,12,363693.6,269831.2,,421409.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1346,LoolishGaming34,9,341188.3,520453.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,651651646,1,434681.4,281067.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,600,PiPiGoat,12,367543.2,249424.8,,434681.4281067.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SUNEANG_ALL_1,43,467691.5,643948.1,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,125,Tester-hoon,43,467691,643601.3,,467691.5643948.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,651651646,1,381091.5,280262.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,780,SuperViolent,12,407818.1,249801.2,,381091.5280262.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Ghostsal,22,440101.6,617876.4,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,427,HUCANBBBB,29,416550.5,625352.6,,440101.6617876.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Illmy0111,1,212004,486172.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1391,Fuc-n-Fick,10,215569.8,496083.8,,2.12E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,csw192312,15,439665.9,447976.5,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,332,CHENMOUX,33,439613.6,447936.2,,439665.9447976.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,YowyyCpone,2,171708.4,537506.4,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1546,DRAKON4IK,5,151591.2,533191.1,,171708.4537506.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Sheldcase,1,424060,448457.9,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,928,Macklox,14,418838.8,454506.9,,4.24E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Xuyuan88,1,367444.5,284770,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1589,SuperPigBing,8,391152.2,284914.3,,367444.5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,RnGDragon,40,437758.3,637612.2,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,190,GaoDaDan-,39,436783.4,624031.2,,437758.3637612.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,sdjdd,1,348392.5,121524.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1636,QcnnAoneQ,7,346781.6,129334.6,,348392.5121524.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,RadiationPanda,2,557529.4,564925.6,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,964,cy5kill,13,548561.4,563384.3,,557529.4564925.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,SayWelcome,15,388931.1,172113.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,937,MLBBear,30,395028.1,169433.7,,388931.1172113.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,469,Seven028,28,569725.1,38443.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,sdjdd,1,361472.9,122103.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1812,CocaCola01,4,368707.4,124496.8,,361472.9122103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Gab1tza,9,468671.5,472488,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1169,MeeSs7,11,475992.4,480589.3,,468671.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,sdjdd,1,349026.5,121831.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1678,xiaonange31,6,373690.2,111110,,349026.5121831.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,ConnorDaWhiteBoy,1,698468.9,254960.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1827,Tomwillbetom,2,682834.8,259266.8,,698468.9254960.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Teajohn,1,401374.2,653445.8,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1837,RadiationPanda,2,402407.5,645806.8,,401374.2653445.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Vibeslit,28,358935.7,411413.9,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,248,yigegouzei233,40,362883.8,414003.2,,358935.7411413.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Chubby_Cox,2,557957.8,565597.9,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,964,SUNHUIBO,13,539799.4,563442.5,,557957.8565597.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,chijilaoban,11,630576.1,300238.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1104,obMrwang,16,629342.1,305946.4,,630576.1300238.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Chubby_Cox,2,552855.9,570465.1,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,889,EEEEEEight,16,557295.3,564318.3,,552855.9570465.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1449,Townsend-,10,668864.8,334250.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Teajohn,1,424845.3,452358.9,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,928,Jonywsnd,14,418694,454533.8,,424845.3452358.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,697,JackLemon,22,491984.9,433031.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,cancancancan,19,446889.9,620514.1,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,530,LLInuJIuT,25,445377.8,615623.6,,446889.9620514.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SuperZking,26,368656.2,412153.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,464,Michael168,27,369072.2,413486.2,,368656.2412153.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Reston-yxz,6,392963.5,348742.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,125,zsknewbie,47,392963.6,349022.2,,392963.5348742.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,baizheruisb,10,564246,385449.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,321,yuantao001,34,564795.8,386058.6,,5.64E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,GeminiZZZ,11,617957.6,416250.4,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1349,pretzelboss,14,610415.7,417632.3,,617957.6416250.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,ConnorDaWhiteBoy,1,632710.8,267045.4,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1324,SUN_Obar,13,631036.3,274184.1,,632710.8267045.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,Essaldun,19,497301.6,362635.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,969,jackomino,21,490975.4,366993.3,,497301.6362635.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,796,JJ1000CM,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar98k,shazhougongjin,1,725959.8,412450.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1625,SeanYLH99,2,726665.3,422532.1,,725959.8412450.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Tazmily,2,696425.4,291407.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1518,shuaizeze,8,699480.7,296022.8,,696425.4291407.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,EnGliSh22,5,582324.7,251006.2,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,1181,BuckFutt22,11,584332.7,252824,,582324.7251006.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Amaniseven,1,441521.4,641612.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,438,jidahi111,,441508.2,641376.1,,441521.4641612.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,zhuyi1993,29,432964.9,552600.4,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,183,A_Araujo,34,433768.5,549469.6,,432964.9552600.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,abinbinqiang,18,256731.7,281045.8,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,649,SHAWODESHISUNZI,23,255947.3,288270.8,,256731.7281045.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,NET_MANHDUNG2,1,365733.5,440216.9,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,443,FreshMelonBalls,22,366082.4,440142.2,,365733.5440216.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Luv-sic,6,396060.3,355424.5,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,386,AS524902,31,395819.5,355330.9,,396060.3355424.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,NET_MANHDUNG2,1,376429.3,434734.8,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,131,Sichuanxlg,41,376344.8,434978.8,,376429.3434734.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,TheSexy1,1,699555.4,251870.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1702,Reston-yxz,6,700887.4,253015.3,,699555.4251870.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,TedHQW,2,524288.7,346538.5,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,1244,Weirdo7777,9,526412.1,346504.1,,524288.7346538.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SJaaa,5,559157.1,503420.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1019,xiaofeng27,19,550557.1,533023.3,,559157.1503420.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,SuperViolent,12,432922.6,196700.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,133,#unknown,27,429166.3,178235,,432922.6196700.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,qinqintudou,3,698799.3,265363.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1748,HUOJIACHEN,5,695529,271011.2,,698799.3265363.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,Malcolm_x,9,496989.8,312569.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1035,LiPoBattery,22,497819.4,331981.3,,496989.8312569.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SuperZking,26,364658.2,398146.2,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,286,xiamao1,38,367863.5,400453.3,,364658.2398146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,T4GY0URE1T,10,418100.5,384076.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1326,Hemp_Cone,17,418285.2,390129.1,,418100.5384076.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1492,erbudongwobudong,9,670072.3,297989.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,ClaudeAuditore,19,373596.3,169088.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,723,NoMersee,26,369566.1,167941.1,,373596.3169088.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,peterjk,7,419864.1,480957.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,600,Zytx2,24,417402.9,477842.1,,419864.1480957.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,huan769452,18,328985.3,550958.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,804,RXYXYX,24,332653,551011.2,,328985.3550958.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,peterjk,7,415676.6,478575.3,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,905,papapxxx518,20,421858.1,483296.6,,415676.6478575.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,T4GY0URE1T,10,451501.6,419758.9,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1490,Kiyooo-,40,451843.5,421350.9,,451501.6419758.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,HzengHong,37,550259.6,361652.7,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,195,SA_Doom,43,550450.6,360052.3,,550259.6361652.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,Malcolm_x,9,366072.5,396322.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,584,Sun-aiyou,35,361963.2,385481.1,,366072.5396322.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,juttylutty,8,256532.5,479712,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1451,JaneKappa,10,253918,470124.3,,256532.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,JK911323,3,188062.5,507912.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1751,mAkOeD101278__,5,184096.2,510781.9,,188062.5507912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,nixon93,17,137922.7,301535.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,956,BronchoPride,18,138016.4,300698.3,,137922.7301535.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,wry5173,7,457688.9,337837.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,565,bukl4u,16,460000.9,333463.2,,457688.9337837.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,KUAILEDEWO,4,464292.3,479483.6,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,796,Emanuele,20,463291.6,483592.7,,464292.3479483.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M16A4,DRAKON4IK,5,203752.6,284254.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,168,WAHAHAYAA,27,209067.4,282898.4,,203752.6284254.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,wujian11,16,603082.9,599690.4,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,110,Drm000,23,603051.7,599815.6,,603082.9599690.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
